job_position_id,ref_requested_at,ref_requested_date,ref_completed_at,ref_completed_date,ref_approved_at,ref_approved_date,is_mandatory,ref_package_name,ref_form_name,cr_created_at,marked_compliant_at,requested_to_completed_time,completed_to_reviewed_time,requested_to_reviewed_time,requested_to_compliant_time,ref_status,ref_approval_status,requested_to_completed_days,completed_to_reviewed_days,requested_to_reviewed_days,requested_to_compliant_days,requested_to_completed_category,completed_to_reviewed_category,requested_to_reviewed_category,requested_to_compliant_category
14301,2023-11-17 08:58:58.163000,2023-11-17,2023-11-17 09:03:48.218000,2023-11-17,2023-11-17 09:04:20.500000,2023-11-17,false,,345345,,,290.055,32.282,322.337,,APPROVED,Approved,1,1,1,,Low,Low,Low,
14301,2023-11-17 08:42:01.730000,2023-11-17,,,,,false,,345345,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
14301,2023-11-17 08:42:32.597000,2023-11-17,,,,,false,,345345,,,,,,,SENT,Requested,,,,,,,,
14301,2023-11-17 08:41:15.582000,2023-11-17,,,,,false,,345345,,,,,,,SENT,Requested,,,,,,,,
9992,2024-12-04 16:01:09.288000,2024-12-04,,,,,false,,Reference Request Form with Competencies,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
9992,2024-11-14 08:53:47.706000,2024-11-14,,,,,false,,Reference Request Form with Competencies,,,,,,,SENT,Requested,,,,,,,,
9992,2024-11-13 09:32:39.626000,2024-11-13,,,,,false,,Reference Request Form with Competencies,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
3161,2019-08-14 09:21:57.204000,2019-08-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
15269,2024-11-04 08:56:01.971000,2024-11-04,,,,,false,,111_SignHere,,,,,,,SENT,Requested,,,,,,,,
2702,2019-07-18 10:23:21.122000,2019-07-18,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2251,2019-06-20 15:55:08.572000,2019-06-20,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2251,2019-06-20 16:08:34.489000,2019-06-20,2019-06-20 16:08:57.612000,2019-06-20,2019-06-20 16:09:51.637000,2019-06-20,false,,Doctor Reference Form,,,23.123,54.025,77.148,,APPROVED,Approved,1,1,1,,Low,Low,Low,
3011,2022-05-25 09:53:58.503000,2022-05-25,2022-05-25 09:55:34.961000,2022-05-25,2022-05-25 09:57:01.497000,2022-05-25,false,,Surgeon's Reference Form,,,96.458,86.536,182.994,,APPROVED,Approved,1,1,1,,Low,Low,Low,
3011,2022-12-16 10:08:52.348000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-19 08:11:52.830000,2022-12-19,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-16 10:03:12.158000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-16 10:12:43.525000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-16 10:06:01.797000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-16 10:12:03.156000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-16 09:51:28.406000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3011,2022-12-16 10:15:40.867000,2022-12-16,,,,,false,,Surgeon's Reference Form,,,,,,,SENT,Requested,,,,,,,,
3319,2019-08-23 16:29:39.466000,2019-08-23,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
13083,2023-08-14 13:47:00.911000,2023-08-14,,,,,false,,666,,,,,,,SENT,Requested,,,,,,,,
3771,2019-10-04 10:54:11.876000,2019-10-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4764,2020-02-18 08:11:33.459000,2020-02-18,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
1726,2019-04-20 12:30:28.781000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1726,2019-04-20 12:30:28.770000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3719,2019-10-03 07:27:45.283000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3719,2019-10-03 07:23:36.779000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
3719,2019-10-03 07:27:51.080000,2019-10-03,,,,,false,,Reference form 848,,,,,,,SENT,Requested,,,,,,,,
4764,2020-02-14 13:01:48.937000,2020-02-14,2020-02-18 08:14:53.036000,2020-02-18,,,false,,Doctor Reference Form,,,328384.099,,,,AWAITING_APPROVAL,Submitted,4,,,,High,,,
4764,2020-02-14 12:41:37.371000,2020-02-14,2020-02-14 12:44:06.776000,2020-02-14,,,false,,Doctor Reference Form,,,149.405,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1587,2019-04-11 13:24:25.375000,2019-04-11,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
3644,2019-09-25 13:17:29.110000,2019-09-25,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
16393,2024-10-18 07:30:32.047000,2024-10-18,2024-10-18 07:30:58.583000,2024-10-18,2024-11-27 14:21:49.678000,2024-11-27,false,,___OTHER,,,26.536,3480651.095,3480677.631,,APPROVED,Approved,1,41,41,,Low,High,High,
16393,2024-10-22 10:55:00.040000,2024-10-22,,,,,false,,___OTHER,,,,,,,OPENED,Requested,,,,,,,,
16393,2024-10-17 10:20:55.752000,2024-10-17,,,,,false,,___OTHER,,,,,,,SENT,Requested,,,,,,,,
16393,2024-09-18 13:31:08.302000,2024-09-18,2024-09-20 14:07:23.968000,2024-09-20,,,false,,___OTHER,,,174975.666,,,,AWAITING_APPROVAL,Submitted,3,,,,Medium,,,
16393,2024-09-18 10:04:18.134000,2024-09-18,,,,,false,,___OTHER,,,,,,,SENT,Requested,,,,,,,,
16393,2024-09-18 10:03:53.941000,2024-09-18,,,,,false,,___OTHER,,,,,,,SENT,Requested,,,,,,,,
16393,2024-09-05 12:47:42.294000,2024-09-05,,,,,false,,___OTHER,,,,,,,SENT,Requested,,,,,,,,
16393,2024-09-04 14:50:16.355000,2024-09-04,2024-09-04 14:51:08.612000,2024-09-04,,,false,,___OTHER,,,52.257,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
16393,2024-09-20 14:08:51.542000,2024-09-20,2024-10-04 10:34:42.265000,2024-10-04,,,false,,___OTHER,,,1196750.723,,,,AWAITING_APPROVAL,Submitted,14,,,,High,,,
16393,2024-09-04 14:35:59.214000,2024-09-04,2024-09-04 14:36:56.485000,2024-09-04,,,false,,___OTHER,,,57.271,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
899,2018-12-04 10:42:58.031000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.028000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.025000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.020000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.017000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.016000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.014000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.012000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.011000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
899,2018-12-04 10:42:58.006000,2018-12-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
14782,2024-09-05 14:56:34.324000,2024-09-05,2024-09-05 14:57:15.903000,2024-09-05,,,false,,111_AllTypesNew,,,41.579,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14782,2024-09-05 14:51:30.335000,2024-09-05,,,,,false,,111_AllTypesNew,,,,,,,SENT,Requested,,,,,,,,
14359,2024-08-23 08:37:07.599000,2024-08-23,2024-08-23 08:38:01.369000,2024-08-23,,,false,,1111bigtestOLD,,,53.77,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1369,2019-07-01 14:17:02.071000,2019-07-01,2019-07-09 10:00:50.335000,2019-07-09,2019-07-30 10:39:52.385000,2019-07-30,false,,Doctor Reference Form,,,675828.264,1816742.05,2492570.314,,APPROVED,Approved,8,22,29,,High,High,High,
1369,2019-07-01 14:16:41.848000,2019-07-01,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1369,2019-09-18 16:18:08.454000,2019-09-18,2019-09-18 16:20:51.301000,2019-09-18,2019-09-19 12:49:13.671000,2019-09-19,false,,Doctor Reference Form,,,162.847,73702.37,73865.217,,DENIED,Declined,1,1,1,,Low,Low,Low,
15623,2025-01-21 13:35:12.479000,2025-01-21,2025-01-21 13:36:14.331000,2025-01-21,,,false,,Simple Form,,,61.852,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
15623,2024-06-10 13:34:40.381000,2024-06-10,,,,,false,,Simple Form,,,,,,,SENT,Requested,,,,,,,,
1429,2019-08-09 16:57:41.203000,2019-08-09,,,,,false,,Therapist 123 Reference Form,,,,,,,SENT,Requested,,,,,,,,
1429,2019-05-28 07:42:24.191000,2019-05-28,2019-05-28 07:44:52.234000,2019-05-28,,,false,,Therapist 123 Reference Form,,,148.043,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
8860,2024-10-25 12:41:38.061000,2024-10-25,2024-10-25 12:42:22.037000,2024-10-25,2024-10-30 09:04:43.794000,2024-10-30,false,,______NEW SIGN,,,43.976,418941.757,418985.733,,APPROVED,Approved,1,5,5,,Low,High,High,
3849,2019-10-08 14:22:08.230000,2019-10-08,2019-10-08 14:23:35.703000,2019-10-08,,,false,,Reference form 682,,,87.473,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3849,2019-10-08 14:20:06.709000,2019-10-08,2019-10-08 14:21:33.242000,2019-10-08,,,false,,Reference form 682,,,86.533,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3849,2019-10-08 14:06:13.925000,2019-10-08,2019-10-08 14:09:04.774000,2019-10-08,,,false,,Reference form 682,,,170.849,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3758,2019-10-03 15:37:29.633000,2019-10-03,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2427,2019-07-12 12:13:22.507000,2019-07-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2427,2019-07-12 12:13:22.506000,2019-07-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1665,2019-04-16 12:19:28.279000,2019-04-16,2019-04-16 14:27:21.797000,2019-04-16,,,false,,Doctor Reference Form,,,7673.518,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2233,2019-06-28 09:13:40.374000,2019-06-28,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2233,2019-06-28 07:46:45.147000,2019-06-28,2019-06-28 09:14:16.917000,2019-06-28,,,false,,Doctor Reference Form,,,5251.77,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
2233,2019-06-28 09:41:48.856000,2019-06-28,2019-06-28 09:42:22.422000,2019-06-28,,,false,,Doctor Reference Form,,,33.566,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4743,2020-02-04 11:49:43.951000,2020-02-04,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
4743,2020-02-04 11:06:13.243000,2020-02-04,2020-02-04 11:31:35.926000,2020-02-04,,,false,,Doctor Reference Form,,,1522.683,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14881,2024-02-01 09:52:43.061000,2024-02-01,2024-02-01 09:53:41.339000,2024-02-01,,,false,,Reference form 682,,,58.278,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14108,2023-11-16 13:19:18.221000,2023-11-16,,,,,false,,345345,,,,,,,SENT,Requested,,,,,,,,
13022,2023-04-27 09:43:40.661000,2023-04-27,,,,,false,,Administrator Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
14831,2024-09-06 11:10:28.087000,2024-09-06,2024-09-06 11:12:10.642000,2024-09-06,,,false,,11_Normal,,,102.555,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14831,2024-09-06 10:56:10.515000,2024-09-06,2024-09-06 10:56:48.235000,2024-09-06,,,false,,11_Normal,,,37.72,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1289,2019-06-12 10:14:45.488000,2019-06-12,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
5458,2020-03-24 12:11:10.201000,2020-03-24,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
9187,2021-11-02 12:22:18.237000,2021-11-02,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
5028,2020-02-20 14:50:32.301000,2020-02-20,,,,,false,,IT Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1732,2019-04-20 14:23:35.411000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:35.361000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:31.468000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 13:30:08.087000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:33.843000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:35.385000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:33.468000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:35.565000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:33.161000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:35.403000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:32.883000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 13:31:36.857000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 12:38:15.674000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:35.408000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 14:23:33.882000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 12:36:36.246000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1732,2019-04-20 12:36:36.248000,2019-04-20,,,,,false,,Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
2991,2019-07-31 09:54:31.720000,2019-07-31,,,,,false,,Physiotherapist Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1250,2019-02-14 16:58:03.276000,2019-02-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1250,2019-02-14 16:58:03.247000,2019-02-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1250,2019-02-14 09:03:59.882000,2019-02-14,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
2024,2019-05-17 12:29:31.814000,2019-05-17,2019-05-17 12:30:05.202000,2019-05-17,,,false,,Doctor Reference Form,,,33.388,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9659,2022-02-21 12:21:18.008000,2022-02-21,2022-02-21 12:25:21.499000,2022-02-21,,,false,,Reference form 1752,,,243.491,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
9659,2022-01-28 10:54:36.068000,2022-01-28,,,,,false,,Reference form 1752,,,,,,,SENT,Requested,,,,,,,,
14751,2024-11-21 13:42:27.447000,2024-11-21,,,,,false,,Demo Reference Form,,,,,,,SENT,Requested,,,,,,,,
14751,2024-11-21 13:41:06.717000,2024-11-21,,,,,false,,Demo Reference Form,,,,,,,SENT,Requested,,,,,,,,
2918,2019-07-24 08:17:32.223000,2019-07-24,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1943,2019-05-13 08:06:18.870000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1943,2019-05-13 08:06:18.868000,2019-05-13,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
2915,2019-07-24 07:14:15.337000,2019-07-24,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
2915,2019-07-24 07:14:15.335000,2019-07-24,,,,,false,,Advanced Nurse Practitionerr Reference Form,,,,,,,SENT,Requested,,,,,,,,
985,2019-06-19 09:07:18.334000,2019-06-19,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
1758,2019-04-22 14:02:55.526000,2019-04-22,,,,,false,,Carer Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1758,2019-04-22 14:02:55.525000,2019-04-22,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
14831,2024-09-04 13:58:37.846000,2024-09-04,,,,,false,,111_AllTypesOLD,,,,,,,SENT,Requested,,,,,,,,
3318,2019-08-23 16:13:48.551000,2019-08-23,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
14370,2023-11-01 10:47:11.075000,2023-11-01,,,,,false,,Date Ref,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
8500,2021-10-04 07:34:46.642000,2021-10-04,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
8672,2022-03-12 09:38:09.374000,2022-03-12,2022-03-12 09:42:07.300000,2022-03-12,,,false,,@@@,,,237.926,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
241,2019-09-23 10:32:42.879000,2019-09-23,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
241,2019-09-26 15:31:50.267000,2019-09-26,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
241,2019-09-26 15:26:16.995000,2019-09-26,2019-09-26 15:34:05.968000,2019-09-26,,,false,,Doctor Reference Form,,,468.973,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4012,2019-10-30 08:24:16.745000,2019-10-30,2019-10-30 08:34:41.494000,2019-10-30,,,false,,Administrator Reference Form,,,624.749,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
4012,2019-10-30 08:24:17.421000,2019-10-30,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
14270,2024-10-08 12:41:46.192000,2024-10-08,,,,,false,,Date Ref,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
14270,2024-10-10 10:06:22.572000,2024-10-10,2024-10-10 10:10:30.899000,2024-10-10,2024-10-10 10:12:48.292000,2024-10-10,false,,Date Ref,,,248.327,137.393,385.72,,APPROVED,Approved,1,1,1,,Low,Low,Low,
14270,2024-10-10 10:05:57.500000,2024-10-10,2024-10-15 06:48:34.924000,2024-10-15,,,false,,Date Ref,,,420157.424,,,,AWAITING_APPROVAL,Submitted,5,,,,High,,,
14270,2024-10-01 08:56:58.479000,2024-10-01,2024-10-01 08:58:23.530000,2024-10-01,,,false,,Date Ref,,,85.051,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14270,2024-10-01 10:13:05.806000,2024-10-01,2024-10-01 10:16:02.982000,2024-10-01,,,false,,Date Ref,,,177.176,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
14270,2024-10-01 07:40:42.044000,2024-10-01,2024-10-01 07:42:28.130000,2024-10-01,,,false,,Date Ref,,,106.086,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
5171,2020-03-28 22:01:16.476000,2020-03-28,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
921,2018-12-11 13:35:17.728000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
921,2018-12-11 13:35:17.726000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
921,2018-12-11 13:35:17.722000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
921,2018-12-11 13:35:17.724000,2018-12-11,,,,,false,,Physiotherapist rrrr Reference Form,,,,,,,SENT,Requested,,,,,,,,
5518,2020-03-30 09:24:44.728000,2020-03-30,,,,,false,,Carer Reference Form,,,,,,,SENT,Requested,,,,,,,,
8308,2021-08-13 10:56:10.225000,2021-08-13,,,,,false,,Administrator Reference Form,,,,,,,SENT,Requested,,,,,,,,
11353,2022-09-02 07:19:56.248000,2022-09-02,2022-09-02 07:20:22.307000,2022-09-02,,,false,,reference wich will be have rerefence,,,26.059,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3703,2019-10-02 15:40:52.106000,2019-10-02,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-14 09:41:43.332000,2018-12-14,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-14 09:41:43.334000,2018-12-14,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-03 22:48:29.681000,2018-12-03,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-03 22:48:29.680000,2018-12-03,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-14 09:41:58.120000,2018-12-14,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-14 09:41:58.118000,2018-12-14,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-14 09:41:58.115000,2018-12-14,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
897,2018-12-14 09:41:43.320000,2018-12-14,,,,,false,,Irish Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
9804,2024-04-30 15:46:53.317000,2024-04-30,,,,,false,,@@@,,,,,,,SENT,Requested,,,,,,,,
9804,2024-04-30 15:10:29.113000,2024-04-30,2024-04-30 15:13:48.817000,2024-04-30,,,false,,@@@,,,199.704,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
3220,2019-08-19 07:53:27.165000,2019-08-19,,,,,false,,Irish Doctor Reference Form,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
900,2019-04-19 10:39:44.551000,2019-04-19,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
7497,2020-11-30 15:30:44.756000,2020-11-30,,,,,false,,Reference form 848,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
7497,2020-11-30 15:30:02.975000,2020-11-30,,,,,false,,Reference form 848,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
1718,2019-04-20 08:30:56.989000,2019-04-20,,,,,false,,,,,,,,,SENT,Requested,,,,,,,,
1757,2019-04-22 13:05:18.448000,2019-04-22,,,,,false,,,,,,,,,SENT,Requested,,,,,,,,
1982,2019-05-14 14:44:34.446000,2019-05-14,2019-05-14 14:46:39.377000,2019-05-14,,,false,,Doctor Reference Form,,,124.931,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
5039,2020-02-21 15:49:43.220000,2020-02-21,2020-02-21 15:51:35.515000,2020-02-21,,,false,,Reference form 682,,,112.295,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
18266,2024-10-30 13:04:21.080000,2024-10-30,,,,,false,,reference-1,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
18266,2024-10-30 13:04:15.347000,2024-10-30,,,,,false,,reference-1,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
19811,2024-12-20 15:20:45.494000,2024-12-20,2025-01-07 13:48:18.248000,2025-01-07,,,false,,First form,,,1549652.754,,,,AWAITING_APPROVAL,Submitted,18,,,,High,,,
2110,2020-04-02 12:22:23.644000,2020-04-02,2020-04-02 12:23:13.788000,2020-04-02,2020-04-04 11:37:47.724000,2020-04-04,false,,Reference form 1219,,,50.144,170073.936,170124.08,,APPROVED,Approved,1,2,2,,Low,Low,Low,
2110,2020-04-02 08:15:15.148000,2020-04-02,2020-04-02 08:23:29.210000,2020-04-02,,,false,,Reference form 1219,,,494.062,,,,AWAITING_APPROVAL,Submitted,1,,,,Low,,,
1874,2019-04-30 14:58:22.839000,2019-04-30,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
1874,2019-04-30 14:58:22.836000,2019-04-30,,,,,false,,Nurse Reference Form,,,,,,,SENT,Requested,,,,,,,,
193,2019-04-25 09:28:44.533000,2019-04-25,2019-04-25 09:29:54.806000,2019-04-25,2019-07-15 10:27:41.613000,2019-07-15,false,,Doctor Reference Form,,,70.273,7001866.807,7001937.08,,APPROVED,Approved,1,82,82,,Low,High,High,
3757,2019-10-03 15:29:24.359000,2019-10-03,,,,,false,,Reference form 1269,,,,,,,SENT,Requested,,,,,,,,
12913,2024-05-10 08:22:50.482000,2024-05-10,,,,,false,,Test Notification,,,,,,,EMAIL_BOUNCED,Requested,,,,,,,,
12913,2024-05-10 08:26:19.239000,2024-05-10,,,,,false,,Test Notification,,,,,,,SENT,Requested,,,,,,,,
12913,2024-03-20 12:45:31.239000,2024-03-20,,,,,false,,Test Notification,,,,,,,OPENED,Requested,,,,,,,,
12913,2024-03-26 08:49:37.876000,2024-03-26,2024-03-26 08:50:44.569000,2024-03-26,2024-09-02 09:08:38.524000,2024-09-02,false,,Test Notification,,,66.693,13825073.955,13825140.648,,EXPIRED,Approved,1,161,161,,Low,High,High,
12913,2024-04-22 10:32:19.987000,2024-04-22,2024-04-22 10:33:13.894000,2024-04-22,2024-08-05 09:36:05.775000,2024-08-05,false,,Test Notification,,,53.907,9068571.881,9068625.788,,EXPIRED,Approved,1,105,105,,Low,High,High,
1065,2019-04-26 08:45:24.860000,2019-04-26,,,,,false,,Doctor Reference Form,,,,,,,SENT,Requested,,,,,,,,
1065,2019-09-26 07:17:44.600000,2019-09-26,,,,,false,,Doctor Reference Form,,,,,,,OPENED,Requested,,,,,,,,
